author,commits,prs,comments,reviews,raw_score,score,tier,overall_rank,tier_rank,percentile
danarwix,0,4,7,0,54,54,contributor,995,76,88.28
maggesssss,2,3,7,0,54,54,active,995,565,88.28
LaPetiteSouris,0,2,17,0,54,54,contributor,995,76,88.28
jkramer-ginkgo,3,3,4,0,53,53,active,1009,570,88.19
JKrehling,1,4,4,0,53,53,active,1009,570,88.19
tiopi,0,5,1,0,52,52,active,1011,572,88.06
darwinyip,0,5,1,0,52,52,active,1011,572,88.06
Ohashiro,0,4,6,0,52,52,contributor,1011,85,88.06
piffall,0,5,1,0,52,52,active,1011,572,88.06
dauinh,0,4,6,0,52,52,contributor,1011,85,88.06
rustikk,2,4,1,0,52,52,active,1011,572,88.06
shahbazaamir,0,5,1,0,52,52,active,1011,572,88.06
villasv,0,5,1,0,52,52,active,1011,572,88.06
lidalei,0,4,6,0,52,52,contributor,1011,85,88.06
cruseakshay,0,3,11,0,52,52,contributor,1011,85,88.06
Sharashchandra,0,4,6,0,52,52,contributor,1011,85,88.06
roykoand,0,5,1,0,52,52,active,1011,572,88.06
domagojrazum,2,3,6,0,52,52,active,1011,572,88.06
vsimon,0,5,1,0,52,52,active,1011,572,88.06
rino0601,0,4,6,0,52,52,contributor,1011,85,88.06
seunggabi,0,5,1,0,52,52,active,1011,572,88.06
rahulgoyal2987,2,3,6,0,52,52,active,1011,572,88.06
astro-anand,0,4,6,0,52,52,contributor,1011,85,88.06
tiokim,0,5,1,0,52,52,active,1011,572,88.06
buxizhizhoum,1,3,8,0,51,51,contributor,1030,92,87.93
guptamyr,1,1,18,0,51,51,contributor,1030,92,87.93
pmalafosse,3,3,3,0,51,51,active,1030,584,87.93
benjamingrenier,2,4,0,0,50,50,active,1033,585,87.56
ysktir,0,5,0,0,50,50,active,1033,585,87.56
Bob Du,10,0,0,0,50,50,active,1033,585,87.56
marcusrehm,0,5,0,0,50,50,active,1033,585,87.56
neil90-db,0,5,0,0,50,50,active,1033,585,87.56
george-miller,0,5,0,0,50,50,active,1033,585,87.56
Cplo,0,5,0,0,50,50,active,1033,585,87.56
Carlos Sánchez Páez,10,0,0,0,50,50,active,1033,585,87.56
jbalogh,0,5,0,0,50,50,active,1033,585,87.56
danmactough,0,5,0,0,50,50,active,1033,585,87.56
zbstof,0,5,0,0,50,50,active,1033,585,87.56
yu-iskw,0,5,0,0,50,50,active,1033,585,87.56
mrshu,0,5,0,0,50,50,active,1033,585,87.56
andy-d,0,5,0,0,50,50,active,1033,585,87.56
dakshin-k,0,4,5,0,50,50,contributor,1033,94,87.56
David Koenitzer,10,0,0,0,50,50,active,1033,585,87.56
sjednac,0,5,0,0,50,50,active,1033,585,87.56
HTErik,10,0,0,0,50,50,active,1033,585,87.56
tiranux,2,3,5,0,50,50,active,1033,585,87.56
Aleksey Kirilishin,10,0,0,0,50,50,active,1033,585,87.56
patsak,0,5,0,0,50,50,active,1033,585,87.56
hugoprudente,0,5,0,0,50,50,active,1033,585,87.56
larryzhu2018,0,1,20,0,50,50,contributor,1033,94,87.56
jyotidhiman0610,0,5,0,0,50,50,active,1033,585,87.56
askeys,0,5,0,0,50,50,active,1033,585,87.56
john-bodley,0,5,0,0,50,50,active,1033,585,87.56
eeshugerman,0,5,0,0,50,50,active,1033,585,87.56
mehmax,2,3,5,0,50,50,active,1033,585,87.56
evgenii-prusov,0,4,5,0,50,50,contributor,1033,94,87.56
yohei1126,0,5,0,0,50,50,active,1033,585,87.56
jomar83,0,5,0,0,50,50,active,1033,585,87.56
andrewmchen,0,5,0,0,50,50,active,1033,585,87.56
neovintage,0,5,0,0,50,50,active,1033,585,87.56
chang,0,5,0,0,50,50,active,1033,585,87.56
andyhuynh3,0,5,0,0,50,50,active,1033,585,87.56
Oscar Ligthart,10,0,0,0,50,50,active,1033,585,87.56
duffn,0,5,0,0,50,50,active,1033,585,87.56
lxneng,0,5,0,0,50,50,active,1033,585,87.56
lihan,2,4,0,0,50,50,active,1033,585,87.56
didier-durand,0,5,0,0,50,50,active,1033,585,87.56
DannyLee12,0,5,0,0,50,50,active,1033,585,87.56
Adrian Castro,10,0,0,0,50,50,active,1033,585,87.56
jzucker2,0,5,0,0,50,50,active,1033,585,87.56
Abhishek-kumar-samsung,10,0,0,0,50,50,active,1033,585,87.56
Julian LaNeve,10,0,0,0,50,50,active,1033,585,87.56
sv3ndk,0,5,0,0,50,50,active,1033,585,87.56
Marcin Tustin,10,0,0,0,50,50,active,1033,585,87.56
Deji Ibrahim,10,0,0,0,50,50,active,1033,585,87.56
irvifa,0,5,0,0,50,50,active,1033,585,87.56
patgarz,0,4,5,0,50,50,contributor,1033,94,87.56
schirag1993,0,2,15,0,50,50,contributor,1033,94,87.56
genomics-geek,0,5,0,0,50,50,active,1033,585,87.56
dud225,0,5,0,0,50,50,active,1033,585,87.56
kani5hk,2,4,0,0,50,50,active,1033,585,87.56
gglanzani,0,5,0,0,50,50,active,1033,585,87.56
cjqian,0,5,0,0,50,50,active,1033,585,87.56
Marcin Szymański,10,0,0,0,50,50,active,1033,585,87.56
niels,10,0,0,0,50,50,active,1033,585,87.56
dgies,0,5,0,0,50,50,active,1033,585,87.56
ris-tlp,0,5,0,0,50,50,active,1033,585,87.56
yangrong688,3,3,2,0,49,49,active,1093,640,87.2
schnie,1,3,7,0,49,49,contributor,1093,99,87.2
TyrellHaywood,0,4,4,0,48,48,contributor,1095,100,87.07
dym-ok,0,2,14,0,48,48,contributor,1095,100,87.07
vbottu,0,3,9,0,48,48,contributor,1095,100,87.07
sudohainguyen,0,4,4,0,48,48,contributor,1095,100,87.07
nyoungstudios,0,4,4,0,48,48,contributor,1095,100,87.07
Jkhall81,0,4,4,0,48,48,contributor,1095,100,87.07
rsanda,2,3,4,0,48,48,active,1095,641,87.07
im-perativa,0,4,4,0,48,48,contributor,1095,100,87.07
vargacypher,0,3,6,2,48,48,contributor,1095,100,87.07
mpgreg,0,0,24,0,48,48,observer,1095,5,87.07
bperson,0,4,4,0,48,48,contributor,1095,100,87.07
vikramcse,0,4,4,0,48,48,contributor,1095,100,87.07
ido177,0,4,4,0,48,48,contributor,1095,100,87.07
guotongfei,2,2,9,0,48,48,contributor,1095,100,87.07
ericpp,0,2,14,0,48,48,contributor,1095,100,87.07
blinkseb,0,4,4,0,48,48,contributor,1095,100,87.07
FoxHelms,2,3,4,0,48,48,active,1095,641,87.07
frodo2000,0,3,9,0,48,48,contributor,1095,100,87.07
dada-engineer,0,4,4,0,48,48,contributor,1095,100,87.07
Zinkue,2,3,4,0,48,48,active,1095,641,87.07
lewismc,0,4,4,0,48,48,contributor,1095,100,87.07
abdulbasitds,1,1,16,0,47,47,contributor,1116,117,86.93
sujitha-saranam,1,4,1,0,47,47,active,1116,644,86.93
xitep,3,3,1,0,47,47,active,1116,644,86.93
stevenschaerer,0,3,8,0,46,46,contributor,1119,118,86.8
romibuzi,0,3,8,0,46,46,contributor,1119,118,86.8
teddyhartanto,0,2,13,0,46,46,contributor,1119,118,86.8
rynmccrmck,0,4,3,0,46,46,contributor,1119,118,86.8
itroulli,0,3,8,0,46,46,contributor,1119,118,86.8
kentdanas,0,4,3,0,46,46,contributor,1119,118,86.8
Zhenye-Na,0,2,13,0,46,46,contributor,1119,118,86.8
awdavidson,2,3,3,0,46,46,active,1119,646,86.8
kanga333,0,3,8,0,46,46,contributor,1119,118,86.8
anaynayak,0,3,8,0,46,46,contributor,1119,118,86.8
Anton-Shutik,0,3,8,0,46,46,contributor,1119,118,86.8
sighingnow,0,4,3,0,46,46,contributor,1119,118,86.8
dingo4dev,0,4,3,0,46,46,contributor,1119,118,86.8
jbbqqf,0,1,18,0,46,46,contributor,1119,118,86.8
profgrammer,0,4,3,0,46,46,contributor,1119,118,86.8
kevgeo,0,4,3,0,46,46,contributor,1119,118,86.8
notatallshaw-gts,0,4,3,0,46,46,contributor,1119,118,86.8
ashmeet13,0,2,13,0,46,46,contributor,1119,118,86.8
mohit7705,0,3,8,0,46,46,contributor,1119,118,86.8
wndhydrnt,3,3,0,0,45,45,active,1138,647,86.44
aspain,3,3,0,0,45,45,active,1138,647,86.44
mhousley,1,4,0,0,45,45,active,1138,647,86.44
rachael-ds,1,1,15,0,45,45,contributor,1138,136,86.44
karakanb,0,2,5,5,45,45,contributor,1138,136,86.44
mislo,9,0,0,0,45,45,active,1138,647,86.44
Szymon Przedwojski,9,0,0,0,45,45,active,1138,647,86.44
Ian Buss,9,0,0,0,45,45,active,1138,647,86.44
Aneesh Joseph,9,0,0,0,45,45,active,1138,647,86.44
ZxMYS,3,3,0,0,45,45,active,1138,647,86.44
AlteredOracle,3,3,0,0,45,45,active,1138,647,86.44
yoziru-desu,9,0,0,0,45,45,active,1138,647,86.44
RickyChen / 陳昭儒,9,0,0,0,45,45,active,1138,647,86.44
Lipu Fei,9,0,0,0,45,45,active,1138,647,86.44
Daniel Wolf,9,0,0,0,45,45,active,1138,647,86.44
Christos Bisias,9,0,0,0,45,45,active,1138,647,86.44
sumous,1,4,0,0,45,45,active,1138,647,86.44
Norman Mu,9,0,0,0,45,45,active,1138,647,86.44
Freddy Demiane,9,0,0,0,45,45,active,1138,647,86.44
kamran Imaz,9,0,0,0,45,45,active,1138,647,86.44
AardJan,3,3,0,0,45,45,active,1138,647,86.44
pradeepbhadani,3,3,0,0,45,45,active,1138,647,86.44
Faisal,9,0,0,0,45,45,active,1138,647,86.44
johnhofman,3,3,0,0,45,45,active,1138,647,86.44
anandhimurali,1,1,15,0,45,45,contributor,1138,136,86.44
Hongbo Zeng,9,0,0,0,45,45,active,1138,647,86.44
Guangyang Li,9,0,0,0,45,45,active,1138,647,86.44
darth-drew,1,4,0,0,45,45,active,1138,647,86.44
Satish Chinthanippu,9,0,0,0,45,45,active,1138,647,86.44
KarshVashi,3,3,0,0,45,45,active,1138,647,86.44
Damian Shaw,9,0,0,0,45,45,active,1138,647,86.44
gseva,3,3,0,0,45,45,active,1138,647,86.44
seyoon-lim,1,1,15,0,45,45,contributor,1138,136,86.44
guydriesen,0,2,5,5,45,45,contributor,1138,136,86.44
fuatcakici,3,3,0,0,45,45,active,1138,647,86.44
svdimchenko,0,1,7,7,45,45,contributor,1138,136,86.44
Zach,9,0,0,0,45,45,active,1138,647,86.44
Florent Chehab,9,0,0,0,45,45,active,1138,647,86.44
Pascal Knapen,9,0,0,0,45,45,active,1138,647,86.44
SivaPandeti,1,4,0,0,45,45,active,1138,647,86.44
tomrutter,3,3,0,0,45,45,active,1138,647,86.44
Howard Yoo,9,0,0,0,45,45,active,1138,647,86.44
Soonmok,0,3,7,0,44,44,contributor,1180,142,86.06
Kache,0,4,2,0,44,44,contributor,1180,142,86.06
shubham36deshpande,0,1,17,0,44,44,contributor,1180,142,86.06
vardancse,0,4,2,0,44,44,contributor,1180,142,86.06
mewa,2,3,2,0,44,44,active,1180,683,86.06
vizeit,2,3,2,0,44,44,active,1180,683,86.06
aayushbisen,0,4,2,0,44,44,contributor,1180,142,86.06
drago-f5a,2,3,2,0,44,44,active,1180,683,86.06
NickYadance,0,4,2,0,44,44,contributor,1180,142,86.06
chen0427ok,0,2,12,0,44,44,contributor,1180,142,86.06
kishvanchee,0,4,2,0,44,44,contributor,1180,142,86.06
chattarajoy,0,4,2,0,44,44,contributor,1180,142,86.06
nijanthanvijayakumar,0,4,2,0,44,44,contributor,1180,142,86.06
Prajwal7842,2,3,2,0,44,44,active,1180,683,86.06
derkuci,0,4,2,0,44,44,contributor,1180,142,86.06
AchimGaedkeLynker,0,4,2,0,44,44,contributor,1180,142,86.06
gigkokman,0,4,2,0,44,44,contributor,1180,142,86.06
AVMusorin,0,4,2,0,44,44,contributor,1180,142,86.06
penggongkui,2,3,2,0,44,44,active,1180,683,86.06
michalc,0,2,12,0,44,44,contributor,1180,142,86.06
diogotrodrigues,0,3,7,0,44,44,contributor,1180,142,86.06
osule,0,4,2,0,44,44,contributor,1180,142,86.06
Piatachock,0,3,7,0,44,44,contributor,1180,142,86.06
crhyatt,1,3,4,0,43,43,contributor,1203,160,85.91
AlessioM,1,3,4,0,43,43,contributor,1203,160,85.91
andyguwc,0,3,5,1,43,43,contributor,1203,160,85.91
Ankurdeewan,0,3,6,0,42,42,contributor,1206,163,85.71
abhilash1in,0,3,6,0,42,42,contributor,1206,163,85.71
ultrabug,0,4,1,0,42,42,contributor,1206,163,85.71
1fanwang,0,1,16,0,42,42,contributor,1206,163,85.71
sarahamilton,0,4,1,0,42,42,contributor,1206,163,85.71
y-sudharshan,2,3,1,0,42,42,active,1206,688,85.71
MichaelChirico,0,4,1,0,42,42,contributor,1206,163,85.71
tomasfarias,0,2,11,0,42,42,contributor,1206,163,85.71
aru-trackunit,0,2,11,0,42,42,contributor,1206,163,85.71
sseung00921,0,4,1,0,42,42,contributor,1206,163,85.71
NewSmoke38,0,4,1,0,42,42,contributor,1206,163,85.71
thesuperzapper,0,3,6,0,42,42,contributor,1206,163,85.71
eilon246810,0,3,6,0,42,42,contributor,1206,163,85.71
chandulal,0,3,6,0,42,42,contributor,1206,163,85.71
seanxwzhang,0,1,16,0,42,42,contributor,1206,163,85.71
nikhi-suthar,0,2,11,0,42,42,contributor,1206,163,85.71
nshetty15,0,4,1,0,42,42,contributor,1206,163,85.71
brokenjacobs,0,3,6,0,42,42,contributor,1206,163,85.71
ZZKangKZZ,2,3,1,0,42,42,active,1206,688,85.71
ksharlandjiev,0,3,6,0,42,42,contributor,1206,163,85.71
nakamura1878,2,3,1,0,42,42,active,1206,688,85.71
jacobhjkim,0,3,6,0,42,42,contributor,1206,163,85.71
VinayGb665,0,3,6,0,42,42,contributor,1206,163,85.71
pageldev,0,4,1,0,42,42,contributor,1206,163,85.71
arorasachin9,0,3,6,0,42,42,contributor,1206,163,85.71
Shashwatpandey4,0,4,1,0,42,42,contributor,1206,163,85.71
ArthurKretzer,0,4,1,0,42,42,contributor,1206,163,85.71
jarfgit,0,3,6,0,42,42,contributor,1206,163,85.71
swapz-z,0,2,11,0,42,42,contributor,1206,163,85.71
vighneshtule,0,4,1,0,42,42,contributor,1206,163,85.71
chamcca,1,1,13,0,41,41,contributor,1236,190,85.51
alanatlemba,1,2,8,0,41,41,contributor,1236,190,85.51
IlaiGigi,1,2,8,0,41,41,contributor,1236,190,85.51
kzosabe,0,3,4,1,41,41,contributor,1236,190,85.51
nsAstro,1,2,8,0,41,41,contributor,1236,190,85.51
ibzib,0,0,20,0,40,40,observer,1241,6,84.66
Geonwoo Kim,8,0,0,0,40,40,active,1241,691,84.66
Charles Machalow,8,0,0,0,40,40,active,1241,691,84.66
bluek1te,0,3,5,0,40,40,contributor,1241,195,84.66
huozhanfeng,0,2,10,0,40,40,contributor,1241,195,84.66
kushsharma,0,4,0,0,40,40,contributor,1241,195,84.66
Steve Mardenfeld,8,0,0,0,40,40,active,1241,691,84.66
atul-astronomer,0,4,0,0,40,40,contributor,1241,195,84.66
YuDorogov,2,3,0,0,40,40,active,1241,691,84.66
Changhoon Oh,8,0,0,0,40,40,active,1241,691,84.66
ITriangle,0,4,0,0,40,40,contributor,1241,195,84.66
adrian-edbert,2,3,0,0,40,40,active,1241,691,84.66
vksunilk,2,3,0,0,40,40,active,1241,691,84.66
bkvarda,0,4,0,0,40,40,contributor,1241,195,84.66
tstrilka,2,3,0,0,40,40,active,1241,691,84.66
microhuang,0,4,0,0,40,40,contributor,1241,195,84.66
torbjornvatn,0,3,5,0,40,40,contributor,1241,195,84.66
v-sukt,0,4,0,0,40,40,contributor,1241,195,84.66
geeknam,0,4,0,0,40,40,contributor,1241,195,84.66
Daniel Reeves,8,0,0,0,40,40,active,1241,691,84.66
antonysouthworth-halter,0,4,0,0,40,40,contributor,1241,195,84.66
andrewhharmon,0,4,0,0,40,40,contributor,1241,195,84.66
adankro,0,4,0,0,40,40,contributor,1241,195,84.66
jpds,0,4,0,0,40,40,contributor,1241,195,84.66
stikkireddy,0,1,15,0,40,40,contributor,1241,195,84.66
shubham-pyc,0,3,5,0,40,40,contributor,1241,195,84.66
mchalek,0,4,0,0,40,40,contributor,1241,195,84.66
siddharthvp,0,2,10,0,40,40,contributor,1241,195,84.66
rapsealk,0,4,0,0,40,40,contributor,1241,195,84.66
Satoshi S,8,0,0,0,40,40,active,1241,691,84.66
Balthazar Rouberol,8,0,0,0,40,40,active,1241,691,84.66
spoutin,0,4,0,0,40,40,contributor,1241,195,84.66
wyndhblb,0,4,0,0,40,40,contributor,1241,195,84.66
akosel,2,3,0,0,40,40,active,1241,691,84.66
shadrus,0,4,0,0,40,40,contributor,1241,195,84.66
Guilherme Martins Crocetti,8,0,0,0,40,40,active,1241,691,84.66
Joppe Vos,8,0,0,0,40,40,active,1241,691,84.66
kyounghunJang,0,4,0,0,40,40,contributor,1241,195,84.66
Melodie Ezeani,8,0,0,0,40,40,active,1241,691,84.66
Peter Wicks,8,0,0,0,40,40,active,1241,691,84.66
zstrathe,0,1,6,6,40,40,contributor,1241,195,84.66
amaliujia,0,4,0,0,40,40,contributor,1241,195,84.66
Martijn Pieters,8,0,0,0,40,40,active,1241,691,84.66
ChrisFraun,0,1,15,0,40,40,contributor,1241,195,84.66
cjonesy,0,4,0,0,40,40,contributor,1241,195,84.66
benbenbang,0,4,0,0,40,40,contributor,1241,195,84.66
giannistbs,0,4,0,0,40,40,contributor,1241,195,84.66
ahvigil,0,4,0,0,40,40,contributor,1241,195,84.66
chicochico,0,4,0,0,40,40,contributor,1241,195,84.66
treyyi,0,4,0,0,40,40,contributor,1241,195,84.66
selvamshan,0,4,0,0,40,40,contributor,1241,195,84.66
drobert,0,2,10,0,40,40,contributor,1241,195,84.66
woodlee,0,4,0,0,40,40,contributor,1241,195,84.66
TJBIII,0,4,0,0,40,40,contributor,1241,195,84.66
bowenli86,0,4,0,0,40,40,contributor,1241,195,84.66
OpringaoDoTurno,0,4,0,0,40,40,contributor,1241,195,84.66
VedantMadane,0,3,5,0,40,40,contributor,1241,195,84.66
Udit107710,0,4,0,0,40,40,contributor,1241,195,84.66
apraovjr,0,4,0,0,40,40,contributor,1241,195,84.66
damon09273,0,4,0,0,40,40,contributor,1241,195,84.66
WrRan,0,4,0,0,40,40,contributor,1241,195,84.66
cong-zhu,2,3,0,0,40,40,active,1241,691,84.66
nrobinson-intelycare,0,3,5,0,40,40,contributor,1241,195,84.66
Eugene Karimov,8,0,0,0,40,40,active,1241,691,84.66
galak75,0,4,0,0,40,40,contributor,1241,195,84.66
Albert Olweny,8,0,0,0,40,40,active,1241,691,84.66
diraol,0,4,0,0,40,40,contributor,1241,195,84.66
tsingh2k15,0,4,0,0,40,40,contributor,1241,195,84.66
ysk24ok,0,4,0,0,40,40,contributor,1241,195,84.66
koszti,0,4,0,0,40,40,contributor,1241,195,84.66
claneys,0,3,5,0,40,40,contributor,1241,195,84.66
jalengg,1,1,5,5,40,40,contributor,1241,195,84.66
highfly22,2,3,0,0,40,40,active,1241,691,84.66
chenjiahui,0,4,0,0,40,40,contributor,1241,195,84.66
drexpp,0,4,0,0,40,40,contributor,1241,195,84.66
Gabriel39,0,3,5,0,40,40,contributor,1241,195,84.66
kirubankamaraj,0,3,5,0,40,40,contributor,1241,195,84.66
lumengxi,0,4,0,0,40,40,contributor,1241,195,84.66
Andy Hadjigeorgiou,8,0,0,0,40,40,active,1241,691,84.66
MinJae Kwon,8,0,0,0,40,40,active,1241,691,84.66
laksh-krishna-sharma,0,4,0,0,40,40,contributor,1241,195,84.66
Arjun Anandkumar,8,0,0,0,40,40,active,1241,691,84.66
nicktrav,0,4,0,0,40,40,contributor,1241,195,84.66
Tomi-1997,0,4,0,0,40,40,contributor,1241,195,84.66
deagon,0,4,0,0,40,40,contributor,1241,195,84.66
kiran2706,0,3,5,0,40,40,contributor,1241,195,84.66
Tatiana Al-Chueyr,8,0,0,0,40,40,active,1241,691,84.66
andrii-korotkov-verkada,0,4,0,0,40,40,contributor,1241,195,84.66
saveriogzz,0,3,5,0,40,40,contributor,1241,195,84.66
codenamelxl,0,3,5,0,40,40,contributor,1241,195,84.66
timonviola,0,4,0,0,40,40,contributor,1241,195,84.66
ftakelait,0,4,0,0,40,40,contributor,1241,195,84.66
Visya,0,3,5,0,40,40,contributor,1241,195,84.66
Fortytwoo,0,2,10,0,40,40,contributor,1241,195,84.66
anandkaranubc,0,3,5,0,40,40,contributor,1241,195,84.66
cognalog,0,4,0,0,40,40,contributor,1241,195,84.66
Isaiah Iruoha,8,0,0,0,40,40,active,1241,691,84.66
jmeickle,0,4,0,0,40,40,contributor,1241,195,84.66
EvertonSA,0,4,0,0,40,40,contributor,1241,195,84.66
griffincosgrove,0,4,0,0,40,40,contributor,1241,195,84.66
kapopken,0,2,10,0,40,40,contributor,1241,195,84.66
PaulW,0,4,0,0,40,40,contributor,1241,195,84.66
krishnabhupatiraju,2,3,0,0,40,40,active,1241,691,84.66
Jparks2532,0,4,0,0,40,40,contributor,1241,195,84.66
lukem-ow,0,4,0,0,40,40,contributor,1241,195,84.66
ajayyadava,0,4,0,0,40,40,contributor,1241,195,84.66
unlitdev,0,4,0,0,40,40,contributor,1241,195,84.66
krisgeus,0,4,0,0,40,40,contributor,1241,195,84.66
q2w,0,4,0,0,40,40,contributor,1241,195,84.66
ashwin153,0,4,0,0,40,40,contributor,1241,195,84.66
elgalu,0,4,0,0,40,40,contributor,1241,195,84.66
nguy4130,0,4,0,0,40,40,contributor,1241,195,84.66
mohannadbanayosi,0,4,0,0,40,40,contributor,1241,195,84.66
Attsun1031,0,4,0,0,40,40,contributor,1241,195,84.66
thesquelched,0,4,0,0,40,40,contributor,1241,195,84.66
kpathak13,0,4,0,0,40,40,contributor,1241,195,84.66
GRANT NICHOLAS,8,0,0,0,40,40,active,1241,691,84.66
ayushchauhan0811,0,3,5,0,40,40,contributor,1241,195,84.66
Rich Dean,8,0,0,0,40,40,active,1241,691,84.66
0xR,0,4,0,0,40,40,contributor,1241,195,84.66
TV4Fun,0,4,0,0,40,40,contributor,1241,195,84.66
louisguitton,0,4,0,0,40,40,contributor,1241,195,84.66
akshaychitneni,0,1,15,0,40,40,contributor,1241,195,84.66
jeremyclover,0,4,0,0,40,40,contributor,1241,195,84.66
Firehed,0,4,0,0,40,40,contributor,1241,195,84.66
Peter Debelak,8,0,0,0,40,40,active,1241,691,84.66
Iuliia Volkova,8,0,0,0,40,40,active,1241,691,84.66
maxcountryman,0,4,0,0,40,40,contributor,1241,195,84.66
yyyyyyuanfei,0,4,0,0,40,40,contributor,1241,195,84.66
jason-udacity,0,4,0,0,40,40,contributor,1241,195,84.66
sunki-hong,2,2,5,0,40,40,contributor,1241,195,84.66
jpmarques66,0,2,10,0,40,40,contributor,1241,195,84.66
hainenber,0,3,5,0,40,40,contributor,1241,195,84.66
cixuuz,0,4,0,0,40,40,contributor,1241,195,84.66
dv-gorasiya,0,4,0,0,40,40,contributor,1241,195,84.66
manipatnam,2,3,0,0,40,40,active,1241,691,84.66
Feng Lu,8,0,0,0,40,40,active,1241,691,84.66
waltherg,0,4,0,0,40,40,contributor,1241,195,84.66
shashbha14,0,4,0,0,40,40,contributor,1241,195,84.66
ANiteckiP,1,3,2,0,39,39,contributor,1380,300,83.82
AdamPaslawski,1,3,2,0,39,39,contributor,1380,300,83.82
saurabhb-dev,1,3,2,0,39,39,contributor,1380,300,83.82
hwang-cadent,1,3,2,0,39,39,contributor,1380,300,83.82
praneeth552,1,3,2,0,39,39,contributor,1380,300,83.82
shardbread,1,3,2,0,39,39,contributor,1380,300,83.82
makrushin-evgenii,0,2,9,0,38,38,contributor,1386,306,83.65
HuanjieGuo,0,3,4,0,38,38,contributor,1386,306,83.65
Scuall1992,0,2,9,0,38,38,contributor,1386,306,83.65
MaicoTimmerman,0,3,4,0,38,38,contributor,1386,306,83.65
DreamPearl,0,3,4,0,38,38,contributor,1386,306,83.65
szn,0,3,4,0,38,38,contributor,1386,306,83.65
anteverse,0,3,1,2,38,38,contributor,1386,306,83.65
kkulczak,0,3,4,0,38,38,contributor,1386,306,83.65
arezamoosavi,0,2,9,0,38,38,contributor,1386,306,83.65
jeff3071,0,3,4,0,38,38,contributor,1386,306,83.65
anasatzemoso,2,2,4,0,38,38,contributor,1386,306,83.65
nclaeys,0,3,4,0,38,38,contributor,1386,306,83.65
vgvoleg,0,3,4,0,38,38,contributor,1386,306,83.65
lukas-mi,0,3,4,0,38,38,contributor,1386,306,83.65
PierreC1024,0,2,9,0,38,38,contributor,1386,306,83.65
MikhailKulikov-db,0,1,14,0,38,38,contributor,1386,306,83.65
noelmcloughlin,0,3,4,0,38,38,contributor,1386,306,83.65
ketozhang,0,3,4,0,38,38,contributor,1386,306,83.65
keze,0,2,9,0,38,38,contributor,1386,306,83.65
s0neq,2,2,4,0,38,38,contributor,1386,306,83.65
jameslamb,0,3,4,0,38,38,contributor,1386,306,83.65
victorphoenix3,0,3,4,0,38,38,contributor,1386,306,83.65
rconroy293,1,2,6,0,37,37,contributor,1408,328,83.5
grjones,0,1,6,5,37,37,contributor,1408,328,83.5
yash1thsa,1,3,1,0,37,37,contributor,1408,328,83.5
thinhnd2104,1,2,6,0,37,37,contributor,1408,328,83.5
gaborratky-db,0,3,3,0,36,36,contributor,1412,332,83.29
dhegberg,0,3,3,0,36,36,contributor,1412,332,83.29
aakashnand,0,3,3,0,36,36,contributor,1412,332,83.29
VinceLegendre,0,1,13,0,36,36,contributor,1412,332,83.29
mschmo,0,2,8,0,36,36,contributor,1412,332,83.29
roach231428,2,2,3,0,36,36,contributor,1412,332,83.29
nothingmin,0,3,3,0,36,36,contributor,1412,332,83.29
shivannakarthik,0,2,8,0,36,36,contributor,1412,332,83.29
hanxdatadog,0,3,3,0,36,36,contributor,1412,332,83.29
stiak,0,2,8,0,36,36,contributor,1412,332,83.29
wei-juncheng,0,3,3,0,36,36,contributor,1412,332,83.29
mcw0933,0,3,3,0,36,36,contributor,1412,332,83.29
jplauri,0,3,3,0,36,36,contributor,1412,332,83.29
sagmansercan,0,1,13,0,36,36,contributor,1412,332,83.29
nickstenning,0,3,3,0,36,36,contributor,1412,332,83.29
kongdewen,0,3,3,0,36,36,contributor,1412,332,83.29
KennethanCeyer,0,3,3,0,36,36,contributor,1412,332,83.29
james5418,0,3,3,0,36,36,contributor,1412,332,83.29
sudiptob2,0,3,3,0,36,36,contributor,1412,332,83.29
iadi7ya,0,3,3,0,36,36,contributor,1412,332,83.29
lh5844,0,3,3,0,36,36,contributor,1412,332,83.29
tanvn,0,3,3,0,36,36,contributor,1412,332,83.29
vinay2242g,0,3,0,2,36,36,contributor,1412,332,83.29
roelhogervorst,0,2,8,0,36,36,contributor,1412,332,83.29
digitalsimboja,0,3,3,0,36,36,contributor,1412,332,83.29
adilkhash,0,3,3,0,36,36,contributor,1412,332,83.29
megan-parker,0,2,8,0,36,36,contributor,1412,332,83.29
mattp-,0,3,3,0,36,36,contributor,1412,332,83.29
huymq1710,0,3,3,0,36,36,contributor,1412,332,83.29
talnagar,0,2,8,0,36,36,contributor,1412,332,83.29
sdebruyn,0,3,3,0,36,36,contributor,1412,332,83.29
Vincent Koc,7,0,0,0,35,35,active,1443,724,82.83
Kamil Olszewski,7,0,0,0,35,35,active,1443,724,82.83
dalupus,1,3,0,0,35,35,contributor,1443,363,82.83
Valentyn,7,0,0,0,35,35,active,1443,724,82.83
Nathaniel Ritholtz,7,0,0,0,35,35,active,1443,724,82.83
Junda Yang,7,0,0,0,35,35,active,1443,724,82.83
Lyalpha,1,3,0,0,35,35,contributor,1443,363,82.83
DanSedov,1,3,0,0,35,35,contributor,1443,363,82.83
CooperLuan,3,2,0,0,35,35,active,1443,724,82.83
Kavya Katal,7,0,0,0,35,35,active,1443,724,82.83
Michael Robinson,7,0,0,0,35,35,active,1443,724,82.83
