author,commits,prs,comments,reviews,raw_score,score,tier,overall_rank,tier_rank,percentile
Joseph Bane,1,0,0,0,5,5,contributor,6481,5163,12.93
Usman Arshad,1,0,0,0,5,5,contributor,6481,5163,12.93
Sourabh Bajaj,1,0,0,0,5,5,contributor,6481,5163,12.93
Wai Yan,1,0,0,0,5,5,contributor,6481,5163,12.93
Steven Loria,1,0,0,0,5,5,contributor,6481,5163,12.93
Matt Revell,1,0,0,0,5,5,contributor,6481,5163,12.93
Doug Guthrie,1,0,0,0,5,5,contributor,6481,5163,12.93
Michał Wesołowski,1,0,0,0,5,5,contributor,6481,5163,12.93
Tanmay,1,0,0,0,5,5,contributor,6481,5163,12.93
Dongwon Kim,1,0,0,0,5,5,contributor,6481,5163,12.93
Ashun,1,0,0,0,5,5,contributor,6481,5163,12.93
Pierre CORBEL,1,0,0,0,5,5,contributor,6481,5163,12.93
Andrew Otto,1,0,0,0,5,5,contributor,6481,5163,12.93
Vinnie Guimaraes,1,0,0,0,5,5,contributor,6481,5163,12.93
Saurabh Wahile,1,0,0,0,5,5,contributor,6481,5163,12.93
Eric Mendes,1,0,0,0,5,5,contributor,6481,5163,12.93
Gonzalo Ulla,1,0,0,0,5,5,contributor,6481,5163,12.93
huangh,1,0,0,0,5,5,contributor,6481,5163,12.93
Douglas Trajano,1,0,0,0,5,5,contributor,6481,5163,12.93
Marc Abramowitz,1,0,0,0,5,5,contributor,6481,5163,12.93
Deepu Yadav,1,0,0,0,5,5,contributor,6481,5163,12.93
Ashton Hudson,1,0,0,0,5,5,contributor,6481,5163,12.93
Bu Sun Kim,1,0,0,0,5,5,contributor,6481,5163,12.93
Jacob Territo,1,0,0,0,5,5,contributor,6481,5163,12.93
Dmitrii Gerasimenko,1,0,0,0,5,5,contributor,6481,5163,12.93
Jonathon Belotti,1,0,0,0,5,5,contributor,6481,5163,12.93
Evan Savage,1,0,0,0,5,5,contributor,6481,5163,12.93
Shally Katariya,1,0,0,0,5,5,contributor,6481,5163,12.93
Jongyoul Lee,1,0,0,0,5,5,contributor,6481,5163,12.93
Ravi Kotecha,1,0,0,0,5,5,contributor,6481,5163,12.93
Rushi Gajaria,1,0,0,0,5,5,contributor,6481,5163,12.93
Joerg Rittinger,1,0,0,0,5,5,contributor,6481,5163,12.93
Ubuntu,1,0,0,0,5,5,contributor,6481,5163,12.93
Mohamed Hayballa,1,0,0,0,5,5,contributor,6481,5163,12.93
Amir Amangeldi,1,0,0,0,5,5,contributor,6481,5163,12.93
JISHAN GARGACHARYA,1,0,0,0,5,5,contributor,6481,5163,12.93
Mayank Sardana,1,0,0,0,5,5,contributor,6481,5163,12.93
Vinayak Mehta,1,0,0,0,5,5,contributor,6481,5163,12.93
Pedro Ribeiro,1,0,0,0,5,5,contributor,6481,5163,12.93
Baitur Ulukbekov,1,0,0,0,5,5,contributor,6481,5163,12.93
François de Metz,1,0,0,0,5,5,contributor,6481,5163,12.93
Benjamin Chang,1,0,0,0,5,5,contributor,6481,5163,12.93
Petro Pliuta,1,0,0,0,5,5,contributor,6481,5163,12.93
Mike Ghen,1,0,0,0,5,5,contributor,6481,5163,12.93
Pankaj,1,0,0,0,5,5,contributor,6481,5163,12.93
Wiktor,1,0,0,0,5,5,contributor,6481,5163,12.93
Germán Oviedo,1,0,0,0,5,5,contributor,6481,5163,12.93
Sachin Arora,1,0,0,0,5,5,contributor,6481,5163,12.93
Richard Thai,1,0,0,0,5,5,contributor,6481,5163,12.93
Mehdi GATI,1,0,0,0,5,5,contributor,6481,5163,12.93
Lui Pillmann,1,0,0,0,5,5,contributor,6481,5163,12.93
Pannawat,1,0,0,0,5,5,contributor,6481,5163,12.93
Michael T,1,0,0,0,5,5,contributor,6481,5163,12.93
Andrei,1,0,0,0,5,5,contributor,6481,5163,12.93
Matt Burke,1,0,0,0,5,5,contributor,6481,5163,12.93
Mikhail Stepanov,1,0,0,0,5,5,contributor,6481,5163,12.93
Arunav Gupta,1,0,0,0,5,5,contributor,6481,5163,12.93
Dave Feinblum,1,0,0,0,5,5,contributor,6481,5163,12.93
Raja Gangopadhya,1,0,0,0,5,5,contributor,6481,5163,12.93
Shoaib UR Rehman,1,0,0,0,5,5,contributor,6481,5163,12.93
The Gitter Badger,1,0,0,0,5,5,contributor,6481,5163,12.93
Giacomo Tagliabue,1,0,0,0,5,5,contributor,6481,5163,12.93
Hadar Sharon,1,0,0,0,5,5,contributor,6481,5163,12.93
Gene Hynson,1,0,0,0,5,5,contributor,6481,5163,12.93
Stéphane Couvreur,1,0,0,0,5,5,contributor,6481,5163,12.93
Marshall Mamiya,1,0,0,0,5,5,contributor,6481,5163,12.93
Tomas Jansson,1,0,0,0,5,5,contributor,6481,5163,12.93
Fran Sánchez,1,0,0,0,5,5,contributor,6481,5163,12.93
Páll Hilmarsson,1,0,0,0,5,5,contributor,6481,5163,12.93
王清山,1,0,0,0,5,5,contributor,6481,5163,12.93
Ludovic Claude,1,0,0,0,5,5,contributor,6481,5163,12.93
Julia Hsieh,1,0,0,0,5,5,contributor,6481,5163,12.93
Artem Suslov,1,0,0,0,5,5,contributor,6481,5163,12.93
Nicko Corriveau,1,0,0,0,5,5,contributor,6481,5163,12.93
Jon Quinn,1,0,0,0,5,5,contributor,6481,5163,12.93
Ceeno,1,0,0,0,5,5,contributor,6481,5163,12.93
Siddharthan P S,1,0,0,0,5,5,contributor,6481,5163,12.93
Charlie,1,0,0,0,5,5,contributor,6481,5163,12.93
Alberto Costa,1,0,0,0,5,5,contributor,6481,5163,12.93
Yuta Sakuma,1,0,0,0,5,5,contributor,6481,5163,12.93
Thomas Smith,1,0,0,0,5,5,contributor,6481,5163,12.93
Bumsoo Kim,1,0,0,0,5,5,contributor,6481,5163,12.93
Jayden Chiu,1,0,0,0,5,5,contributor,6481,5163,12.93
Santhosh Kumar,1,0,0,0,5,5,contributor,6481,5163,12.93
Kazuhiro Sera,1,0,0,0,5,5,contributor,6481,5163,12.93
muhua,1,0,0,0,5,5,contributor,6481,5163,12.93
Ryan Vandersmith,1,0,0,0,5,5,contributor,6481,5163,12.93
Srinivasa Surabathini,1,0,0,0,5,5,contributor,6481,5163,12.93
Devon Berry,1,0,0,0,5,5,contributor,6481,5163,12.93
Sasan,1,0,0,0,5,5,contributor,6481,5163,12.93
LI LIU,1,0,0,0,5,5,contributor,6481,5163,12.93
Facu,1,0,0,0,5,5,contributor,6481,5163,12.93
Kim Persson,1,0,0,0,5,5,contributor,6481,5163,12.93
Hajun Yoo,1,0,0,0,5,5,contributor,6481,5163,12.93
Paul Bramsen,1,0,0,0,5,5,contributor,6481,5163,12.93
7,1,0,0,0,5,5,contributor,6481,5163,12.93
Andriy Fedorov,1,0,0,0,5,5,contributor,6481,5163,12.93
Chaithra Yenikapati,1,0,0,0,5,5,contributor,6481,5163,12.93
Yoonji Heo,1,0,0,0,5,5,contributor,6481,5163,12.93
Sharad M,1,0,0,0,5,5,contributor,6481,5163,12.93
Francisco Albert Albusac,1,0,0,0,5,5,contributor,6481,5163,12.93
Xavier Rampino,1,0,0,0,5,5,contributor,6481,5163,12.93
Peter Bryant,1,0,0,0,5,5,contributor,6481,5163,12.93
Darren Kenney,1,0,0,0,5,5,contributor,6481,5163,12.93
Grant Murray,1,0,0,0,5,5,contributor,6481,5163,12.93
Andrew Tirto K,1,0,0,0,5,5,contributor,6481,5163,12.93
Xu Han,1,0,0,0,5,5,contributor,6481,5163,12.93
Dan Hansen,1,0,0,0,5,5,contributor,6481,5163,12.93
Jonas Grabber,1,0,0,0,5,5,contributor,6481,5163,12.93
Imam Digmi,1,0,0,0,5,5,contributor,6481,5163,12.93
Yuyin Yang,1,0,0,0,5,5,contributor,6481,5163,12.93
Alexander Mueller,1,0,0,0,5,5,contributor,6481,5163,12.93
Lucas Laredo,1,0,0,0,5,5,contributor,6481,5163,12.93
Anthony,1,0,0,0,5,5,contributor,6481,5163,12.93
Minkyu Kim,1,0,0,0,5,5,contributor,6481,5163,12.93
Aishwarya Mohan,1,0,0,0,5,5,contributor,6481,5163,12.93
Angel Gao,1,0,0,0,5,5,contributor,6481,5163,12.93
Po-Yu Hsieh,1,0,0,0,5,5,contributor,6481,5163,12.93
Jordi Escrich,1,0,0,0,5,5,contributor,6481,5163,12.93
Hyunsoo Kang,1,0,0,0,5,5,contributor,6481,5163,12.93
Fuzzbizz,1,0,0,0,5,5,contributor,6481,5163,12.93
Saurav S Purushothaman,1,0,0,0,5,5,contributor,6481,5163,12.93
Mohamed Abdelhalim,1,0,0,0,5,5,contributor,6481,5163,12.93
Alessandro Puccetti,1,0,0,0,5,5,contributor,6481,5163,12.93
Avetisyan Sevak,1,0,0,0,5,5,contributor,6481,5163,12.93
Greg Finley,1,0,0,0,5,5,contributor,6481,5163,12.93
Samuel Baafi Boakye,1,0,0,0,5,5,contributor,6481,5163,12.93
Egor Ermolov,1,0,0,0,5,5,contributor,6481,5163,12.93
Brian Slakter,1,0,0,0,5,5,contributor,6481,5163,12.93
David Kalamarides,1,0,0,0,5,5,contributor,6481,5163,12.93
Daniel Cassiano,1,0,0,0,5,5,contributor,6481,5163,12.93
dzamo,1,0,0,0,5,5,contributor,6481,5163,12.93
姜 天戩 Mike Tian-Jian Jiang,1,0,0,0,5,5,contributor,6481,5163,12.93
Israel Knight,1,0,0,0,5,5,contributor,6481,5163,12.93
Ahmet Altay,1,0,0,0,5,5,contributor,6481,5163,12.93
Bastien Menissier,1,0,0,0,5,5,contributor,6481,5163,12.93
Éverton Inocêncio,1,0,0,0,5,5,contributor,6481,5163,12.93
Tom Miller,1,0,0,0,5,5,contributor,6481,5163,12.93
Maksym Dibrov,1,0,0,0,5,5,contributor,6481,5163,12.93
Jack Li,1,0,0,0,5,5,contributor,6481,5163,12.93
Fully.is(풀리),1,0,0,0,5,5,contributor,6481,5163,12.93
Mishika Singh,1,0,0,0,5,5,contributor,6481,5163,12.93
Y. SOMDA,1,0,0,0,5,5,contributor,6481,5163,12.93
Tanuj Dargan,1,0,0,0,5,5,contributor,6481,5163,12.93
Anton Burnashev,1,0,0,0,5,5,contributor,6481,5163,12.93
Erik Ritter,1,0,0,0,5,5,contributor,6481,5163,12.93
Christopher Ryan,1,0,0,0,5,5,contributor,6481,5163,12.93
Rushabh Garambha,1,0,0,0,5,5,contributor,6481,5163,12.93
Neil Patel,1,0,0,0,5,5,contributor,6481,5163,12.93
Jamie Alessio,1,0,0,0,5,5,contributor,6481,5163,12.93
Calvin Canh Tran,1,0,0,0,5,5,contributor,6481,5163,12.93
Ovidiu CICAL,1,0,0,0,5,5,contributor,6481,5163,12.93
Anurag Bisht,1,0,0,0,5,5,contributor,6481,5163,12.93
Brian G. Shacklett,1,0,0,0,5,5,contributor,6481,5163,12.93
Devon Peticolas,1,0,0,0,5,5,contributor,6481,5163,12.93
Yohei Kishimoto,1,0,0,0,5,5,contributor,6481,5163,12.93
alexf,1,0,0,0,5,5,contributor,6481,5163,12.93
Jacob Greenfield,1,0,0,0,5,5,contributor,6481,5163,12.93
Pierre Vanliefland,1,0,0,0,5,5,contributor,6481,5163,12.93
Jeffrey Kao,1,0,0,0,5,5,contributor,6481,5163,12.93
Zachary Wilson,1,0,0,0,5,5,contributor,6481,5163,12.93
Paul Lockaby,1,0,0,0,5,5,contributor,6481,5163,12.93
Stephen Cattaneo,1,0,0,0,5,5,contributor,6481,5163,12.93
Brett Palmberg,1,0,0,0,5,5,contributor,6481,5163,12.93
Zack Strathe,1,0,0,0,5,5,contributor,6481,5163,12.93
steven casey,1,0,0,0,5,5,contributor,6481,5163,12.93
Long Nguyen,1,0,0,0,5,5,contributor,6481,5163,12.93
Sebastian Pagel,1,0,0,0,5,5,contributor,6481,5163,12.93
Alexandra Abbas,1,0,0,0,5,5,contributor,6481,5163,12.93
Gulshan Gill,1,0,0,0,5,5,contributor,6481,5163,12.93
Chen Yen-Ting,1,0,0,0,5,5,contributor,6481,5163,12.93
Jordan,1,0,0,0,5,5,contributor,6481,5163,12.93
Allan Jiang,1,0,0,0,5,5,contributor,6481,5163,12.93
I-Yang Chen,1,0,0,0,5,5,contributor,6481,5163,12.93
Vikram Medabalimi,1,0,0,0,5,5,contributor,6481,5163,12.93
Kyaw Tun,1,0,0,0,5,5,contributor,6481,5163,12.93
José L. Patiño Andrés,1,0,0,0,5,5,contributor,6481,5163,12.93
Andrew Elkins,1,0,0,0,5,5,contributor,6481,5163,12.93
Andrew Nascimento,1,0,0,0,5,5,contributor,6481,5163,12.93
Jeeyoung Kim,1,0,0,0,5,5,contributor,6481,5163,12.93
Rahul Raina,1,0,0,0,5,5,contributor,6481,5163,12.93
XuYicheng,1,0,0,0,5,5,contributor,6481,5163,12.93
Torkjel Hongve,1,0,0,0,5,5,contributor,6481,5163,12.93
Tatsiana Klionskaya,1,0,0,0,5,5,contributor,6481,5163,12.93
Alex Keeling,1,0,0,0,5,5,contributor,6481,5163,12.93
Yuan-Kuei Hsueh,1,0,0,0,5,5,contributor,6481,5163,12.93
Bowen Li,1,0,0,0,5,5,contributor,6481,5163,12.93
Andrius Paurys,1,0,0,0,5,5,contributor,6481,5163,12.93
Andrii Melekhovskiy,1,0,0,0,5,5,contributor,6481,5163,12.93
SUNNY,1,0,0,0,5,5,contributor,6481,5163,12.93
Yiqing Jin,1,0,0,0,5,5,contributor,6481,5163,12.93
Hojin Jun,1,0,0,0,5,5,contributor,6481,5163,12.93
Brent Hagany,1,0,0,0,5,5,contributor,6481,5163,12.93
Bryant Biggs,1,0,0,0,5,5,contributor,6481,5163,12.93
Germain Tanguy,1,0,0,0,5,5,contributor,6481,5163,12.93
Cesar Arevalo,1,0,0,0,5,5,contributor,6481,5163,12.93
Alex Tomic,1,0,0,0,5,5,contributor,6481,5163,12.93
Yassine Marzougui,1,0,0,0,5,5,contributor,6481,5163,12.93
Giannis Tampakis,1,0,0,0,5,5,contributor,6481,5163,12.93
Donal Burns,1,0,0,0,5,5,contributor,6481,5163,12.93
Amit Talreja,1,0,0,0,5,5,contributor,6481,5163,12.93
Daniel Burkhardt Cerigo,1,0,0,0,5,5,contributor,6481,5163,12.93
Indrale Dnyaneshwar,1,0,0,0,5,5,contributor,6481,5163,12.93
Juhwi Lee,1,0,0,0,5,5,contributor,6481,5163,12.93
Saulius Grigaliunas,1,0,0,0,5,5,contributor,6481,5163,12.93
Aaron Mak,1,0,0,0,5,5,contributor,6481,5163,12.93
Daniel Saiz,1,0,0,0,5,5,contributor,6481,5163,12.93
Dave Cavaletto,1,0,0,0,5,5,contributor,6481,5163,12.93
Chuan Qiu,1,0,0,0,5,5,contributor,6481,5163,12.93
Luis Gustavo Couto Wacker,1,0,0,0,5,5,contributor,6481,5163,12.93
Hervé,1,0,0,0,5,5,contributor,6481,5163,12.93
Jannik F,1,0,0,0,5,5,contributor,6481,5163,12.93
Sasha Rudan,1,0,0,0,5,5,contributor,6481,5163,12.93
Morgan Racine,1,0,0,0,5,5,contributor,6481,5163,12.93
Farhan Syakir,1,0,0,0,5,5,contributor,6481,5163,12.93
Shuho Yoshida,1,0,0,0,5,5,contributor,6481,5163,12.93
Shubham Parekh,1,0,0,0,5,5,contributor,6481,5163,12.93
Kazuhito Osabe,1,0,0,0,5,5,contributor,6481,5163,12.93
nate contino,1,0,0,0,5,5,contributor,6481,5163,12.93
Artour,1,0,0,0,5,5,contributor,6481,5163,12.93
Christophoros Antoniades,1,0,0,0,5,5,contributor,6481,5163,12.93
Boris Tyukin,1,0,0,0,5,5,contributor,6481,5163,12.93
Deepchand Swami,1,0,0,0,5,5,contributor,6481,5163,12.93
Scott Liu,1,0,0,0,5,5,contributor,6481,5163,12.93
Hubert Pietroń,1,0,0,0,5,5,contributor,6481,5163,12.93
Kristen Malik,1,0,0,0,5,5,contributor,6481,5163,12.93
Nick Garanko,1,0,0,0,5,5,contributor,6481,5163,12.93
Skylar Payne,1,0,0,0,5,5,contributor,6481,5163,12.93
crazy-2020,1,0,0,0,5,5,contributor,6481,5163,12.93
Ivan Reche,1,0,0,0,5,5,contributor,6481,5163,12.93
Fernando Llaca,1,0,0,0,5,5,contributor,6481,5163,12.93
Hyunwoo (Jaden) Park,1,0,0,0,5,5,contributor,6481,5163,12.93
Wouter ten Brink,1,0,0,0,5,5,contributor,6481,5163,12.93
bingqinzhou,1,0,0,0,5,5,contributor,6481,5163,12.93
João Bernardo Oliveira,1,0,0,0,5,5,contributor,6481,5163,12.93
Juan Uicich,1,0,0,0,5,5,contributor,6481,5163,12.93
Joseph McCartin,1,0,0,0,5,5,contributor,6481,5163,12.93
Luke Rohde,1,0,0,0,5,5,contributor,6481,5163,12.93
Jisuk Byun,1,0,0,0,5,5,contributor,6481,5163,12.93
Adityan,1,0,0,0,5,5,contributor,6481,5163,12.93
Henry Hinnefeld,1,0,0,0,5,5,contributor,6481,5163,12.93
Eugene Wolfson,1,0,0,0,5,5,contributor,6481,5163,12.93
Francisco Fonseca,1,0,0,0,5,5,contributor,6481,5163,12.93
Sergio Hg,1,0,0,0,5,5,contributor,6481,5163,12.93
Christian Rehm,1,0,0,0,5,5,contributor,6481,5163,12.93
Jonathan Lynch,1,0,0,0,5,5,contributor,6481,5163,12.93
Kevin Lin,1,0,0,0,5,5,contributor,6481,5163,12.93
Larry,1,0,0,0,5,5,contributor,6481,5163,12.93
Victor Kwong,1,0,0,0,5,5,contributor,6481,5163,12.93
Kimyen Ladia,1,0,0,0,5,5,contributor,6481,5163,12.93
Liam Ormiston,1,0,0,0,5,5,contributor,6481,5163,12.93
Remy Suen,1,0,0,0,5,5,contributor,6481,5163,12.93
Emmanuel Roux,1,0,0,0,5,5,contributor,6481,5163,12.93
Gajo Petrovic,1,0,0,0,5,5,contributor,6481,5163,12.93
John Soo,1,0,0,0,5,5,contributor,6481,5163,12.93
Hamed Saljooghinejad,1,0,0,0,5,5,contributor,6481,5163,12.93
Radek Tomšej,1,0,0,0,5,5,contributor,6481,5163,12.93
Valentine,1,0,0,0,5,5,contributor,6481,5163,12.93
James Page,1,0,0,0,5,5,contributor,6481,5163,12.93
Balazs Keresztury,1,0,0,0,5,5,contributor,6481,5163,12.93
Damien Lejeune,1,0,0,0,5,5,contributor,6481,5163,12.93
Ryan Tam,1,0,0,0,5,5,contributor,6481,5163,12.93
Ultrabug,1,0,0,0,5,5,contributor,6481,5163,12.93
sherwian_williamson,1,0,0,0,5,5,contributor,6481,5163,12.93
Bill Crook,1,0,0,0,5,5,contributor,6481,5163,12.93
Pengyu Wang,1,0,0,0,5,5,contributor,6481,5163,12.93
Brian Phillips,1,0,0,0,5,5,contributor,6481,5163,12.93
Damian,1,0,0,0,5,5,contributor,6481,5163,12.93
Ali Cirik,1,0,0,0,5,5,contributor,6481,5163,12.93
Adam,1,0,0,0,5,5,contributor,6481,5163,12.93
Manu NALEPA,1,0,0,0,5,5,contributor,6481,5163,12.93
Camilo Martinez,1,0,0,0,5,5,contributor,6481,5163,12.93
Jan M Ientile,1,0,0,0,5,5,contributor,6481,5163,12.93
Kritsada Limpawatkul,1,0,0,0,5,5,contributor,6481,5163,12.93
Claudinei Callegari,1,0,0,0,5,5,contributor,6481,5163,12.93
Judit Novak,1,0,0,0,5,5,contributor,6481,5163,12.93
harry.shi,1,0,0,0,5,5,contributor,6481,5163,12.93
"Jiao, Hsu",1,0,0,0,5,5,contributor,6481,5163,12.93
Volodymyr Bakhur,1,0,0,0,5,5,contributor,6481,5163,12.93
nica,1,0,0,0,5,5,contributor,6481,5163,12.93
David Cecchini,1,0,0,0,5,5,contributor,6481,5163,12.93
Jaewook Oh,1,0,0,0,5,5,contributor,6481,5163,12.93
Roberth Kulbin,1,0,0,0,5,5,contributor,6481,5163,12.93
Jason Speck,1,0,0,0,5,5,contributor,6481,5163,12.93
Emmanuel S.,1,0,0,0,5,5,contributor,6481,5163,12.93
Ross,1,0,0,0,5,5,contributor,6481,5163,12.93
Abhishek Ray,1,0,0,0,5,5,contributor,6481,5163,12.93
Tyrell H,1,0,0,0,5,5,contributor,6481,5163,12.93
conqrean,1,0,0,0,5,5,contributor,6481,5163,12.93
Chang Yi Lun,1,0,0,0,5,5,contributor,6481,5163,12.93
Ekhtiar Syed,1,0,0,0,5,5,contributor,6481,5163,12.93
Daniel Debny,1,0,0,0,5,5,contributor,6481,5163,12.93
Michael Otte,1,0,0,0,5,5,contributor,6481,5163,12.93
Minh Mai,1,0,0,0,5,5,contributor,6481,5163,12.93
Huy Mạc Quang,1,0,0,0,5,5,contributor,6481,5163,12.93
Danish Amjad,1,0,0,0,5,5,contributor,6481,5163,12.93
Spencer Tollefson,1,0,0,0,5,5,contributor,6481,5163,12.93
Trinity Xia,1,0,0,0,5,5,contributor,6481,5163,12.93
Diego Álvarez,1,0,0,0,5,5,contributor,6481,5163,12.93
Wilson Lian,1,0,0,0,5,5,contributor,6481,5163,12.93
Pol Osei,1,0,0,0,5,5,contributor,6481,5163,12.93
Shane Glass,1,0,0,0,5,5,contributor,6481,5163,12.93
Cheun Hong,1,0,0,0,5,5,contributor,6481,5163,12.93
Marius van Niekerk,1,0,0,0,5,5,contributor,6481,5163,12.93
Ant Weiss,1,0,0,0,5,5,contributor,6481,5163,12.93
pendoks,1,0,0,0,5,5,contributor,6481,5163,12.93
Isaac A. Murchie,1,0,0,0,5,5,contributor,6481,5163,12.93
Tunde Alkemade,1,0,0,0,5,5,contributor,6481,5163,12.93
Michael Osthege,1,0,0,0,5,5,contributor,6481,5163,12.93
Sara Hamilton,1,0,0,0,5,5,contributor,6481,5163,12.93
Matt Triano,1,0,0,0,5,5,contributor,6481,5163,12.93
Nate Kupp,1,0,0,0,5,5,contributor,6481,5163,12.93
Roman Alekseev,1,0,0,0,5,5,contributor,6481,5163,12.93
Wolney Mello,1,0,0,0,5,5,contributor,6481,5163,12.93
Daniel Hegberg,1,0,0,0,5,5,contributor,6481,5163,12.93
Walkoss,1,0,0,0,5,5,contributor,6481,5163,12.93
Suiyi Fu,1,0,0,0,5,5,contributor,6481,5163,12.93
Marco Aguiar,1,0,0,0,5,5,contributor,6481,5163,12.93
Nikita Trush,1,0,0,0,5,5,contributor,6481,5163,12.93
Iuhos Zoltán,1,0,0,0,5,5,contributor,6481,5163,12.93
Akshith Kandivanam,1,0,0,0,5,5,contributor,6481,5163,12.93
Emilio García Orellana,1,0,0,0,5,5,contributor,6481,5163,12.93
Qifeng Zhou,1,0,0,0,5,5,contributor,6481,5163,12.93
nick,1,0,0,0,5,5,contributor,6481,5163,12.93
DataFusion4All,1,0,0,0,5,5,contributor,6481,5163,12.93
Jacob Turpin,1,0,0,0,5,5,contributor,6481,5163,12.93
Yongjun Park,1,0,0,0,5,5,contributor,6481,5163,12.93
Cameron Yick,1,0,0,0,5,5,contributor,6481,5163,12.93
Ashmeet Lamba,1,0,0,0,5,5,contributor,6481,5163,12.93
Bartosz Ługowski,1,0,0,0,5,5,contributor,6481,5163,12.93
Max Murashov,1,0,0,0,5,5,contributor,6481,5163,12.93
Artur Skarżyński,1,0,0,0,5,5,contributor,6481,5163,12.93
Saran,1,0,0,0,5,5,contributor,6481,5163,12.93
Mike Thoun,1,0,0,0,5,5,contributor,6481,5163,12.93
Namkyu Kim,1,0,0,0,5,5,contributor,6481,5163,12.93
Zack Shapiro,1,0,0,0,5,5,contributor,6481,5163,12.93
Marcus Moyses,1,0,0,0,5,5,contributor,6481,5163,12.93
Roberto Li,1,0,0,0,5,5,contributor,6481,5163,12.93
TomvandeLooij,1,0,0,0,5,5,contributor,6481,5163,12.93
Mandy Gu,1,0,0,0,5,5,contributor,6481,5163,12.93
Kannappan Sirchabesan,1,0,0,0,5,5,contributor,6481,5163,12.93
YI FU,1,0,0,0,5,5,contributor,6481,5163,12.93
SAI GANESH S,1,0,0,0,5,5,contributor,6481,5163,12.93
Gabriel Laden,1,0,0,0,5,5,contributor,6481,5163,12.93
Salikram Paudel,1,0,0,0,5,5,contributor,6481,5163,12.93
Xuan,1,0,0,0,5,5,contributor,6481,5163,12.93
vladislav doster,1,0,0,0,5,5,contributor,6481,5163,12.93
Luiz Armesto,1,0,0,0,5,5,contributor,6481,5163,12.93
Hernan Resnizky,1,0,0,0,5,5,contributor,6481,5163,12.93
Joshua Patchus,1,0,0,0,5,5,contributor,6481,5163,12.93
Olivier Van Goethem,1,0,0,0,5,5,contributor,6481,5163,12.93
Stefan Keidel,1,0,0,0,5,5,contributor,6481,5163,12.93
顏孜羲,1,0,0,0,5,5,contributor,6481,5163,12.93
ivor,1,0,0,0,5,5,contributor,6481,5163,12.93
PierreCORBEL,1,0,0,0,5,5,contributor,6481,5163,12.93
Edan Schwartz,1,0,0,0,5,5,contributor,6481,5163,12.93
Raphael Lopez Kaufman,1,0,0,0,5,5,contributor,6481,5163,12.93
Rajiv Bharadwaja,1,0,0,0,5,5,contributor,6481,5163,12.93
Brad Arndt,1,0,0,0,5,5,contributor,6481,5163,12.93
Liam Alsopp,1,0,0,0,5,5,contributor,6481,5163,12.93
Justyn Harriman,1,0,0,0,5,5,contributor,6481,5163,12.93
Benoît Hanotte,1,0,0,0,5,5,contributor,6481,5163,12.93
Venkat,1,0,0,0,5,5,contributor,6481,5163,12.93
Alif Ruksaithong,1,0,0,0,5,5,contributor,6481,5163,12.93
Luca Furrer,1,0,0,0,5,5,contributor,6481,5163,12.93
Chloe Sheasby,1,0,0,0,5,5,contributor,6481,5163,12.93
Andreas Schöneck,1,0,0,0,5,5,contributor,6481,5163,12.93
Adam Whitlock,1,0,0,0,5,5,contributor,6481,5163,12.93
Anton Erholt,1,0,0,0,5,5,contributor,6481,5163,12.93
Hao Li,1,0,0,0,5,5,contributor,6481,5163,12.93
Le Minh Thong,1,0,0,0,5,5,contributor,6481,5163,12.93
Alyssa Mhie M. Matila,1,0,0,0,5,5,contributor,6481,5163,12.93
Yeshwanth Balachander,1,0,0,0,5,5,contributor,6481,5163,12.93
lumen,1,0,0,0,5,5,contributor,6481,5163,12.93
Eric Pickup,1,0,0,0,5,5,contributor,6481,5163,12.93
Yuriy Badalyants,1,0,0,0,5,5,contributor,6481,5163,12.93
Tongbo Huang,1,0,0,0,5,5,contributor,6481,5163,12.93
Eric,1,0,0,0,5,5,contributor,6481,5163,12.93
Sooter Saalu,1,0,0,0,5,5,contributor,6481,5163,12.93
BRRC,1,0,0,0,5,5,contributor,6481,5163,12.93
Bingqin Zhou,1,0,0,0,5,5,contributor,6481,5163,12.93
Dustin Stansbury,1,0,0,0,5,5,contributor,6481,5163,12.93
Onur Sönmez,1,0,0,0,5,5,contributor,6481,5163,12.93
Amit Ran,1,0,0,0,5,5,contributor,6481,5163,12.93
Manuel Garrido,1,0,0,0,5,5,contributor,6481,5163,12.93
Lorenzo Caggioni,1,0,0,0,5,5,contributor,6481,5163,12.93
Tamer Abousoud,1,0,0,0,5,5,contributor,6481,5163,12.93
Pier-Luc Caron St-Pierre,1,0,0,0,5,5,contributor,6481,5163,12.93
Fredrik Håård,1,0,0,0,5,5,contributor,6481,5163,12.93
Luqman Abdul Mushawwir,1,0,0,0,5,5,contributor,6481,5163,12.93
Mayeul Kauffmann,1,0,0,0,5,5,contributor,6481,5163,12.93
Andrew LeBlanc,1,0,0,0,5,5,contributor,6481,5163,12.93
Omar A,1,0,0,0,5,5,contributor,6481,5163,12.93
Jack Danger,1,0,0,0,5,5,contributor,6481,5163,12.93
Riyas P K,1,0,0,0,5,5,contributor,6481,5163,12.93
Natasha Wilson,1,0,0,0,5,5,contributor,6481,5163,12.93
Arunvel Sriram,1,0,0,0,5,5,contributor,6481,5163,12.93
Rodrigo Chaparro Plata Hernandez,1,0,0,0,5,5,contributor,6481,5163,12.93
Adam Hopkinson,1,0,0,0,5,5,contributor,6481,5163,12.93
Mike Roest,1,0,0,0,5,5,contributor,6481,5163,12.93
